title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price,price_per_mile,m_mile
Toyota Raize T G (1 Tone) Automatic 2022,Toyota,Raize,T G (1 Tone),2022,Automatic,14," 198,214,286 "," 186,000,000 "," 192,107,143 ",246700000," 2,186.58 ",27760.21429
Audi A6 TFSI Automatic 2014,Audi,A6,TFSI,2014,Automatic,15," 202,466,667 "," 178,000,000 "," 190,233,333 "," 865,000,000 "," 9,432.49 ",72833.33333
Toyota Avanza G Manual 2022,Toyota,Avanza,G,2022,Manual,15," 194,700,000 "," 185,000,000 "," 189,850,000 ",253100000," 2,328.83 ",29242.13333
Mazda CX-5 GT Automatic 2020,Mazda,CX-5,GT,2020,Automatic,13," 335,884,615 "," 295,000,000 "," 315,442,308 ",549900000," 6,939.69 ",36730.76923
Chevrolet Trailblazer LTZ Automatic 2017,Chevrolet,Trailblazer,LTZ,2017,Automatic,15," 254,266,667 "," 230,000,000 "," 242,133,333 ",455000000," 2,590.18 ",86866.66667
Mercedes-Benz A200 progressive line Automatic 2021,Mercedes-Benz,A200,progressive line,2021,Automatic,13," 456,461,538 "," 150,000,000 "," 303,230,769 ",825000000," 30,000.00 ",22500
Toyota Fortuner GR Sport 4X2 Automatic 2024,Toyota,Fortuner,GR Sport 4X2,2024,Automatic,13," 541,538,462 "," 484,000,000 "," 512,769,231 ",621700000," 9,109.92 ",15115.38462
Daihatsu Xenia R Automatic 2024,Daihatsu,Xenia,R,2024,Automatic,14," 205,928,571 "," 189,000,000 "," 197,464,286 ",240350000," 6,846.67 ",7500
Daihatsu Sigra M Manual 2020,Daihatsu,Sigra,M,2020,Manual,16," 99,937,438 "," 97,000,000 "," 98,468,719 ",126050000, 405.88 ,71573.25
BMW 740Li Opulence Automatic 2020,BMW,740Li,Opulence,2020,Automatic,13," 1,182,538,462 "," 1,050,000,000 "," 1,116,269,231 ",," 12,000.00 ",7500
Suzuki XL7 Alpha Automatic 2023,Suzuki,XL7,Alpha,2023,Automatic,15," 222,266,667 "," 195,000,000 "," 208,633,333 ",304900000," 4,191.92 ",26217.13333
Toyota Land Cruiser 200 VX-R Automatic 2019,Toyota,Land Cruiser,200 VX-R,2019,Automatic,14," 1,815,928,571 "," 1,615,000,000 "," 1,715,464,286 ",2193500000," 15,209.39 ",38035.71429
Lexus RX 300 Luxury Automatic 2021,Lexus,RX 300,Luxury,2021,Automatic,13," 915,384,615 "," 759,000,000 "," 837,192,308 ",1480000000," 22,369.93 ",32230.76923
Toyota Yaris GR Sport 7 AB Automatic 2021,Toyota,Yaris,GR Sport 7 AB,2021,Automatic,14," 221,714,286 "," 198,000,000 "," 209,857,143 ",300750000," 2,196.18 ",46785.71429
Honda CR-V RS e:HEV Automatic 2024,Honda,CR-V,RS e:HEV,2024,Automatic,13," 675,923,077 "," 644,500,000 "," 660,211,538 ",814400000," 19,546.02 ",8692.307692
Daihatsu Xenia X Automatic 2017,Daihatsu,Xenia,X,2017,Automatic,14," 125,250,000 "," 119,000,000 "," 122,125,000 ",186950000, 940.02 ,72285.71429
Toyota Kijang Innova Venturer Automatic 2018,Toyota,Kijang Innova,Venturer,2018,Automatic,16," 317,750,000 "," 245,000,000 "," 281,375,000 ",452900000," 2,212.44 ",93968.75
Mazda Biante SKYACTIV-G Automatic 2017,Mazda,Biante,SKYACTIV-G,2017,Automatic,13," 177,230,770 "," 139,000,000 "," 158,115,385 ",444800000," 4,786.75 ",63884.61538
Lexus RX 350 Luxury Automatic 2023,Lexus,RX 350,Luxury,2023,Automatic,15," 1,334,600,000 "," 1,222,000,000 "," 1,278,300,000 ",1734000000," 40,000.00 ",12800
BMW X1 sDrive18i xLine Automatic 2023,BMW,X1,sDrive18i xLine,2023,Automatic,15," 762,266,667 "," 700,000,000 "," 731,133,333 ",920000000," 31,428.57 ",7000
Toyota Camry V Automatic 2021,Toyota,Camry,V,2021,Automatic,16," 396,750,000 "," 332,000,000 "," 364,375,000 ",649200000," 6,390.79 ",49633.9375
Honda HR-V S Automatic 2017,Honda,HR-V,S,2017,Automatic,14," 178,928,571 "," 162,000,000 "," 170,464,286 ",296500000," 1,821.96 ",73821.42857
Toyota Calya G Manual 2020,Toyota,Calya,G,2020,Manual,14," 128,785,714 "," 124,000,000 "," 126,392,857 ",146400000, 524.41 ,42714.28571
Toyota Raize GR Sport (1 Tone) Automatic 2024,Toyota,Raize,GR Sport (1 Tone),2024,Automatic,14," 230,992,857 "," 202,000,000 "," 216,496,429 ",305100000," 18,155.97 ",5678.571429
Mazda 6 Elite Automatic 2019,Mazda,6,Elite,2019,Automatic,15," 365,666,667 "," 325,000,000 "," 345,333,333 ",678800000," 10,127.86 ",34933.33333
Honda Freed S Automatic 2014,Honda,Freed,S,2014,Automatic,14," 163,214,286 "," 134,000,000 "," 148,607,143 "," 242,000,000 "," 1,228.27 ",87928.57143
BMW X3 xDrive30i M Sport Automatic 2022,BMW,X3,xDrive30i M Sport,2022,Automatic,15," 917,800,000 "," 799,000,000 "," 858,400,000 ",1250000000," 48,321.43 ",9333.333333
Mercedes-Benz E250 Avantgarde CBU Automatic 2016,Mercedes-Benz,E250,Avantgarde CBU,2016,Automatic,13," 428,923,077 "," 399,000,000 "," 413,961,538 "," 1,049,000,000 "," 9,613.20 ",67615.38462
Mazda CX-9 GT Automatic 2013,Mazda,CX-9,GT,2013,Automatic,13," 194,384,615 "," 189,000,000 "," 191,692,308 "," 811,000,000 "," 6,068.29 ",102500
Land Rover Range Rover Evoque Dynamic Luxury Si4 Automatic 2011,Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2011,Automatic,14," 309,714,286 "," 299,000,000 "," 304,357,143 ",," 12,000.00 ",77214.28571
MG VS HEV Magnify i-Smart Automatic 2024,MG,VS HEV,Magnify i-Smart,2024,Automatic,14," 288,714,286 "," 270,000,000 "," 279,357,143 ",389000000," 16,660.00 ",7142.857143
Mercedes-Benz GLC300 AMG Line Automatic 2019,Mercedes-Benz,GLC300,AMG Line,2019,Automatic,15," 725,200,000 "," 578,000,000 "," 651,600,000 ",1259000000," 30,266.67 ",22500
Honda CR-V Turbo Prestige Automatic 2023,Honda,CR-V,Turbo Prestige,2023,Automatic,15," 471,000,000 "," 399,000,000 "," 435,000,000 ",662600000," 9,037.71 ",29166.66667
Mitsubishi Xpander GLS Automatic 2020,Mitsubishi,Xpander,GLS,2020,Automatic,13," 181,230,769 "," 165,000,000 "," 173,115,385 ",253300000," 1,421.55 ",62115.38462
Toyota Agya G Automatic 2019,Toyota,Agya,G,2019,Automatic,13," 123,307,692 "," 115,000,000 "," 119,153,846 ",148600000, 768.61 ,43715.23077
Honda HR-V Special Edition Automatic 2024,Honda,HR-V,Special Edition,2024,Automatic,15," 362,133,333 "," 332,000,000 "," 347,066,667 ",410300000," 10,925.58 ",7166.666667
Suzuki Jimny 3 Door (1 Tone) Automatic 2023,Suzuki,Jimny,3 Door (1 Tone),2023,Automatic,15," 431,200,000 "," 389,000,000 "," 410,100,000 ",443900000," 8,902.70 ",6166.666667
Mercedes-Benz GLC200 AMG Automatic 2019,Mercedes-Benz,GLC200,AMG,2019,Automatic,14," 610,928,571 "," 450,000,000 "," 530,464,286 ",999000000," 11,962.65 ",45892.85714
Toyota Vellfire G Automatic 2020,Toyota,Vellfire,G,2020,Automatic,15," 801,066,667 "," 695,000,000 "," 748,033,333 ",1199400000," 11,338.23 ",44486.66667
Honda WR-V RS Automatic 2024,Honda,WR-V,RS,2024,Automatic,16," 247,000,000 "," 239,000,000 "," 243,000,000 ",304100000," 8,447.69 ",7706.25
Mercedes-Benz A200 progressive line Automatic 2019,Mercedes-Benz,A200,progressive line,2019,Automatic,15," 465,266,667 "," 395,000,000 "," 430,133,333 ",720000000," 9,411.20 ",34533.33333
Mercedes-Benz S450L Luxury 4MATIC Automatic 2022,Mercedes-Benz,S450L,Luxury 4MATIC,2022,Automatic,13," 1,937,692,308 "," 1,700,000,000 "," 1,818,846,154 ",2655000000," 66,107.56 ",14446.15385
Toyota Camry V Automatic 2015,Toyota,Camry,V,2015,Automatic,14," 191,785,714 "," 148,000,000 "," 169,892,857 "," 575,500,000 "," 4,774.63 ",89535.71429
Toyota Vellfire G (Premium Color) Automatic 2023,Toyota,Vellfire,G (Premium Color),2023,Automatic,14," 952,357,143 "," 470,000,000 "," 711,178,571 ",1399800000," 48,211.85 ",19285.71429
Toyota Fortuner GR Sport 4X4 Automatic 2023,Toyota,Fortuner,GR Sport 4X4,2023,Automatic,13," 547,769,231 "," 479,000,000 "," 513,384,615 ",726850000," 5,677.62 ",43653.84615
BMW 330i M Sport Pro Automatic 2023,BMW,330i,M Sport Pro,2023,Automatic,16," 815,250,000 "," 699,000,000 "," 757,125,000 ",1150000000," 27,395.60 ",16462.5
Toyota Fortuner G TRD Automatic 2014,Toyota,Fortuner,G TRD,2014,Automatic,14," 293,214,286 "," 261,000,000 "," 277,107,143 "," 458,700,000 "," 1,888.64 ",104678.5714
Subaru WRX TS Eyesight Automatic 2023,Subaru,WRX,TS Eyesight,2023,Automatic,14," 729,142,857 "," 654,000,000 "," 691,571,429 ",949500000," 39,400.00 ",7500
Toyota Kijang Innova Zenix V (Non Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,V (Non Premium Color),2024,Automatic,16," 394,312,500 "," 370,000,000 "," 382,156,250 ",477600000," 5,465.40 ",19687.5
Toyota Avanza G Manual 2014,Toyota,Avanza,G,2014,Manual,16," 121,468,750 "," 99,000,000 "," 110,234,375 "," 181,700,000 ", 700.85 ,118000
Toyota Kijang Innova Zenix V (Premium Color) Automatic 2022,Toyota,Kijang Innova Zenix,V (Premium Color),2022,Automatic,14," 362,928,571 "," 309,000,000 "," 335,964,286 ",461000000," 4,303.34 ",35321.42857
Daihatsu Ayla X Automatic 2021,Daihatsu,Ayla,X,2021,Automatic,13," 112,230,769 "," 98,000,000 "," 105,115,385 ",137950000," 1,041.32 ",38364.84615
Ford EcoSport Titanium Automatic 2015,Ford,EcoSport,Titanium,2015,Automatic,13," 108,615,385 "," 95,000,000 "," 101,807,692 "," 253,000,000 "," 1,875.80 ",84230.76923
Toyota Alphard G (Non Premium Color) Automatic 2024,Toyota,Alphard,G (Non Premium Color),2024,Automatic,14," 1,421,714,286 "," 1,329,000,000 "," 1,375,357,143 ",1407800000," 12,190.06 ",6464.285714
Wuling Almaz RS Pro Automatic 2023,Wuling,Almaz,RS Pro,2023,Automatic,15," 243,560,000 "," 224,000,000 "," 233,780,000 ",439200000," 23,826.40 ",9032
Toyota Vellfire G (Non Premium Color) Automatic 2023,Toyota,Vellfire,G (Non Premium Color),2023,Automatic,14," 1,011,142,857 "," 949,000,000 "," 980,071,429 ",1396300000," 21,084.85 ",21214.28571
Volkswagen Tiguan TSI Highline Automatic 2014,Volkswagen,Tiguan,TSI Highline,2014,Automatic,13," 155,076,923 "," 108,000,000 "," 131,538,462 "," 445,000,000 "," 4,594.65 ",73346.15385
Hyundai Palisade Signature 2WD Automatic 2022,Hyundai,Palisade,Signature 2WD,2022,Automatic,13," 689,923,077 "," 625,000,000 "," 657,461,538 ",904000000," 7,182.18 ",38846.15385
Hyundai Creta Style Automatic 2023,Hyundai,Creta,Style,2023,Automatic,15," 256,733,333 "," 235,000,000 "," 245,866,667 ",376000000," 6,560.68 ",21491.66667
Suzuki Ertiga GX Automatic 2021,Suzuki,Ertiga,GX,2021,Automatic,14," 190,714,286 "," 168,000,000 "," 179,357,143 ",260600000," 1,435.70 ",64498.21429
Daihatsu Rocky X Automatic 2022,Daihatsu,Rocky,X,2022,Automatic,13," 176,000,000 "," 165,000,000 "," 170,500,000 ",220100000," 1,620.59 ",34000
Toyota Land Cruiser 300 GR-S 70th Anniversary Automatic 2023,Toyota,Land Cruiser,300 GR-S 70th Anniversary,2023,Automatic,13," 2,236,076,923 "," 1,919,000,000 "," 2,077,538,462 ",2580150000," 66,115.00 ",10000
Mitsubishi Outlander Sport PX Automatic 2018,Mitsubishi,Outlander Sport,PX,2018,Automatic,16," 216,250,000 "," 195,000,000 "," 205,625,000 ",379500000," 3,412.72 ",54062.5
Wuling Air EV Standard Range Automatic 2023,Wuling,Air EV,Standard Range,2023,Automatic,13," 140,230,769 "," 130,000,000 "," 135,115,385 ",243000000," 7,218.67 ",15653.84615
Toyota Alphard HEV Modelista (Premium Color) Automatic 2024,Toyota,Alphard,HEV Modelista (Premium Color),2024,Automatic,16," 1,613,125,000 "," 1,480,000,000 "," 1,546,562,500 ",1713800000," 59,189.87 ",3950
Mitsubishi Pajero Sport Exceed 4x2 Automatic 2010,Mitsubishi,Pajero Sport,Exceed 4x2,2010,Automatic,16," 200,312,500 "," 167,000,000 "," 183,656,250 ",391000000," 2,006.16 ",111656.25
Mitsubishi Pajero Sport V6 Automatic 2014,Mitsubishi,Pajero Sport,V6,2014,Automatic,13," 197,384,615 "," 179,000,000 "," 188,192,308 "," 483,500,000 "," 3,673.78 ",82884.61538
Suzuki Jimny 3 Door (1 Tone) Automatic 2020,Suzuki,Jimny,3 Door (1 Tone),2020,Automatic,16," 407,687,500 "," 369,000,000 "," 388,343,750 ",395500000," 2,692.06 ",9843.75
Suzuki Grand Vitara GX (Two Tone) Automatic 2023,Suzuki,Grand Vitara,GX (Two Tone),2023,Automatic,14," 296,464,286 "," 279,000,000 "," 287,732,143 ",387400000," 4,927.27 ",22000
Wuling Cortez L Lux+ Automatic 2018,Wuling,Cortez,L Lux+,2018,Automatic,14," 133,428,571 "," 115,000,000 "," 124,214,286 ",264800000," 2,969.04 ",50454
Hyundai H-1 Royale Automatic 2019,Hyundai,H-1,Royale,2019,Automatic,13," 370,769,231 "," 203,000,000 "," 286,884,615 ",607750000," 5,728.63 ",70653.84615
Suzuki Jimny 5 Door (1 Tone) Automatic 2024,Suzuki,Jimny,5 Door (1 Tone),2024,Automatic,14," 468,714,286 "," 442,000,000 "," 455,357,143 ",475600000," 10,116.13 ",3321.428571
Toyota Kijang Innova G Manual 2016,Toyota,Kijang Innova,G,2016,Manual,16," 215,062,500 "," 191,000,000 "," 203,031,250 "," 292,100,000 "," 1,113.15 ",90823.5
Chevrolet Captiva LTZ Automatic 2016,Chevrolet,Captiva,LTZ,2016,Automatic,13," 212,461,538 "," 201,000,000 "," 206,730,769 "," 445,500,000 "," 3,154.84 ",77500
Toyota Agya TRD S Automatic 2015,Toyota,Agya,TRD S,2015,Automatic,16," 97,562,500 "," 88,000,000 "," 92,781,250 "," 134,660,000 ", 463.92 ,100578.5
Toyota Avanza G Manual 2020,Toyota,Avanza,G,2020,Manual,15," 164,433,333 "," 148,500,000 "," 156,466,667 ",216500000," 1,156.69 ",58788.33333
Daihatsu Gran Max Mini Bus D Manual 2020,Daihatsu,Gran Max,Mini Bus D,2020,Manual,14," 120,678,571 "," 106,500,000 "," 113,589,286 ",165575000, 973.00 ,60714.28571
Honda Brio RS Special Edition Automatic 2017,Honda,Brio,RS Special Edition,2017,Automatic,15," 141,000,000 "," 129,000,000 "," 135,000,000 ",179200000, 831.58 ,60366.66667
Nissan Terra 4x2 VL Automatic 2019,Nissan,Terra,4x2 VL,2019,Automatic,14," 334,357,143 "," 305,000,000 "," 319,678,571 ",499000000," 4,084.21 ",47500
Toyota Kijang Innova Zenix V (Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,V (Premium Color),2024,Automatic,16," 404,062,500 "," 370,000,000 "," 387,031,250 ",480600000," 6,176.61 ",17906.25
Toyota Fortuner G 4X2 Automatic 2020,Toyota,Fortuner,G 4X2,2020,Automatic,16," 385,681,250 "," 376,000,000 "," 380,840,625 ",509900000," 1,871.09 ",71562.5
Nissan Serena Highway Star Automatic 2023,Nissan,Serena,Highway Star,2023,Automatic,14," 383,428,571 "," 336,000,000 "," 359,714,286 ",545800000," 13,054.22 ",16071.42857
Renault Triber RXZ Automatic 2020,Renault,Triber,RXZ,2020,Automatic,13," 103,846,154 "," 93,000,000 "," 98,423,077 ",179900000," 1,973.28 ",44038.46154
Mitsubishi Pajero Sport Exceed Automatic 2019,Mitsubishi,Pajero Sport,Exceed,2019,Automatic,16," 349,250,000 "," 295,000,000 "," 322,125,000 ",486500000," 3,613.21 ",53000
Nissan Serena Highway star (1 Tone) Automatic 2022,Nissan,Serena,Highway star (1 Tone),2022,Automatic,16," 367,250,000 "," 352,000,000 "," 359,625,000 ",521800000," 7,056.62 ",24062.5
Daihatsu Ayla X Automatic 2019,Daihatsu,Ayla,X,2019,Automatic,16," 103,406,250 "," 92,000,000 "," 97,703,125 ",132250000, 509.90 ,78937.5
Mitsubishi Colt Diesel FE71 PS Manual 2017,Mitsubishi,Colt Diesel,FE71 PS,2017,Manual,14," 289,214,286 "," 205,000,000 "," 247,107,143 ",276500000, 823.96 ,86776.21429
Daihatsu Ayla D Manual 2022,Daihatsu,Ayla,D,2022,Manual,15," 96,000,000 "," 83,000,000 "," 89,500,000 ",110000000," 1,058.82 ",25500
Daihatsu Gran Max PU STD Manual 2019,Daihatsu,Gran Max,PU STD,2019,Manual,16," 93,750,000 "," 88,000,000 "," 90,875,000 ",130275000, 768.64 ,55000
Toyota Kijang Innova V Luxury Automatic 2015,Toyota,Kijang Innova,V Luxury,2015,Automatic,13," 186,769,231 "," 178,000,000 "," 182,384,615 "," 351,050,000 "," 3,073.29 ",56307.69231
Mazda 6 Elite Automatic 2018,Mazda,6,Elite,2018,Automatic,15," 324,800,000 "," 199,000,000 "," 261,900,000 ",649800000," 11,130.86 ",40500
Honda Odyssey Prestige Automatic 2020,Honda,Odyssey,Prestige,2020,Automatic,16," 418,812,500 "," 406,000,000 "," 412,406,250 ",776000000," 7,089.82 ",52187.5
Toyota Sienta V Automatic 2021,Toyota,Sienta,V,2021,Automatic,10," 191,600,001 "," 180,000,000 "," 185,800,000 ",280300000," 3,611.97 ",27768.8
Mazda CX-3 Grand Touring Automatic 2017,Mazda,CX-3,Grand Touring,2017,Automatic,11," 240,181,818 "," 215,000,000 "," 227,590,909 ",435000000," 3,954.25 ",55636.36364
Lexus NX 300 F Sport Automatic 2019,Lexus,NX 300,F Sport,2019,Automatic,10," 579,900,000 "," 525,000,000 "," 552,450,000 ",1175000000," 15,169.19 ",42850
Nissan Grand Livina XV Automatic 2014,Nissan,Grand Livina,XV,2014,Automatic,12," 95,833,333 "," 86,000,000 "," 90,916,667 "," 215,100,000 "," 1,143.32 ",112916.6667
Peugeot 3008 Allure Plus Automatic 2022,Peugeot,3008,Allure Plus,2022,Automatic,11," 391,181,818 "," 325,000,000 "," 358,090,909 ",735000000," 15,880.28 ",25818.18182
Toyota Avanza Veloz Manual 2020,Toyota,Avanza,Veloz,2020,Manual,11," 183,818,182 "," 162,000,000 "," 172,909,091 ",230050000," 1,924.29 ",35363.63636
BMW 530i M Sport Automatic 2020,BMW,530i,M Sport,2020,Automatic,10," 648,800,000 "," 585,000,000 "," 616,900,000 ",1259000000," 35,380.58 ",19050
BMW X1 sDrive18i Dynamic Automatic 2022,BMW,X1,sDrive18i Dynamic,2022,Automatic,10," 501,500,000 "," 427,000,000 "," 464,250,000 ",840000000," 14,168.10 ",29150
Honda Freed Power Sliding Door Automatic 2010,Honda,Freed,Power Sliding Door,2010,Automatic,11," 112,045,455 "," 100,000,000 "," 106,022,727 ",253000000," 1,401.92 ",109136.3636
Toyota Agya TRD Automatic 2021,Toyota,Agya,TRD,2021,Automatic,12," 130,333,333 "," 109,000,000 "," 119,666,667 ",170390000," 1,676.85 ",36610.41667
Suzuki Ertiga GX Automatic 2017,Suzuki,Ertiga,GX,2017,Automatic,12," 143,291,667 "," 122,000,000 "," 132,645,833 ",231000000," 1,189.63 ",91625
Toyota Agya TRD S Manual 2016,Toyota,Agya,TRD S,2016,Manual,10," 93,200,000 "," 80,000,000 "," 86,600,000 "," 128,860,000 ", 587.38 ,83182.3
Lexus LM 350 4 Seater Automatic 2023,Lexus,LM 350,4 Seater,2023,Automatic,10," 1,713,900,000 "," 1,450,000,000 "," 1,581,950,000 ",3060000000," 119,259.26 ",13500
Toyota Vellfire Limited Automatic 2017,Toyota,Vellfire,Limited,2017,Automatic,12," 591,583,333 "," 499,000,000 "," 545,291,667 ",," 12,000.00 ",71833.33333
Volkswagen Tiguan TSI Allspace Automatic 2022,Volkswagen,Tiguan,TSI Allspace,2022,Automatic,10," 326,300,000 "," 308,000,000 "," 317,150,000 ",605000000," 8,865.67 ",33500
Wuling Almaz Exclusive 5 Seater Automatic 2020,Wuling,Almaz,Exclusive 5 Seater,2020,Automatic,12," 164,250,000 "," 153,000,000 "," 158,625,000 ",341800000," 2,467.97 ",76500
Daihatsu Gran Max Blind Van AC Manual 2019,Daihatsu,Gran Max,Blind Van AC,2019,Manual,12," 98,575,000 "," 83,000,000 "," 90,787,500 ",142375000, 557.95 ,106416.6667
Daihatsu Sigra R Manual 2022,Daihatsu,Sigra,R,2022,Manual,12," 136,666,667 "," 120,000,000 "," 128,333,333 ",155800000, 904.42 ,39583.33333
BMW 330i M Sport Pro Automatic 2024,BMW,330i,M Sport Pro,2024,Automatic,11," 842,454,545 "," 698,000,000 "," 770,227,273 ",1229000000," 55,103.77 ",9636.363636
Hyundai Stargazer Trend Automatic 2023,Hyundai,Stargazer,Trend,2023,Automatic,10," 193,100,000 "," 185,000,000 "," 189,050,000 ",280900000," 3,618.87 ",26500
Mercedes-Benz E250 Avantgarde CKD Automatic 2018,Mercedes-Benz,E250,Avantgarde CKD,2018,Automatic,12," 500,916,667 "," 445,000,000 "," 472,958,334 ",1149000000," 21,661.54 ",32500
Toyota Avanza Veloz Automatic 2016,Toyota,Avanza,Veloz,2016,Automatic,10," 141,400,000 "," 136,000,000 "," 138,700,000 "," 226,900,000 "," 1,114.65 ",81550
Nissan Serena Highway Star Automatic 2016,Nissan,Serena,Highway Star,2016,Automatic,12," 158,416,667 "," 146,000,000 "," 152,208,333 "," 419,000,000 "," 3,197.66 ",85375
Nissan Serena Panoramic Autech Automatic 2013,Nissan,Serena,Panoramic Autech,2013,Automatic,10," 146,800,000 "," 130,000,000 "," 138,400,000 "," 370,000,000 "," 2,141.12 ",112090.8
Honda Accord VTi-L Automatic 2012,Honda,Accord,VTi-L,2012,Automatic,11," 133,000,000 "," 125,000,000 "," 129,000,000 "," 499,000,000 "," 3,122.58 ",119772.7273
Toyota Voxy (Non Premium Color) Automatic 2024,Toyota,Voxy,(Non Premium Color),2024,Automatic,11," 511,272,727 "," 480,000,000 "," 495,636,364 ",619000000," 29,123.81 ",4772.727273
Nissan Serena X Automatic 2019,Nissan,Serena,X,2019,Automatic,12," 244,250,000 "," 230,000,000 "," 237,125,000 ",448000000," 4,015.20 ",54293.66667
Mercedes-Benz B200 Urban Automatic 2013,Mercedes-Benz,B200,Urban,2013,Automatic,10," 177,390,000 "," 164,000,000 "," 170,695,000 "," 499,000,000 "," 4,445.92 ",75350
Honda City RS Honda Sensing Automatic 2022,Honda,City,RS Honda Sensing,2022,Automatic,12," 267,833,333 "," 208,000,000 "," 237,916,667 ",586900000," 20,038.78 ",18908.33333
Toyota Avanza Veloz Manual 2017,Toyota,Avanza,Veloz,2017,Manual,12," 151,000,000 "," 129,000,000 "," 140,000,000 ",227100000," 1,059.11 ",92625
Toyota Camry V Automatic 2011,Toyota,Camry,V,2011,Automatic,11," 122,727,273 "," 109,000,000 "," 115,863,636 "," 510,100,000 "," 3,284.03 ",122136.3636
Honda Brio Satya E Automatic 2016,Honda,Brio,Satya E,2016,Automatic,12," 117,833,333 "," 110,000,000 "," 113,916,667 "," 149,600,000 ", 384.78 ,102916.6667
Peugeot 5008 GT Line Automatic 2019,Peugeot,5008,GT Line,2019,Automatic,12," 357,666,667 "," 345,000,000 "," 351,333,333 ",820000000," 12,666.67 ",37500
Honda Brio E Automatic 2013,Honda,Brio,E,2013,Automatic,10," 109,900,000 "," 94,000,000 "," 101,950,000 "," 141,000,000 ", 448.90 ,104700
Toyota Hilux V Double Cab 4X4 Automatic 2023,Toyota,Hilux,V Double Cab 4X4,2023,Automatic,12," 463,458,333 "," 427,000,000 "," 445,229,167 ",525100000," 4,130.53 ",23750
Toyota Kijang Innova G Automatic 2010,Toyota,Kijang Innova,G,2010,Automatic,11," 176,727,273 "," 105,000,000 "," 140,863,636 ",239950000," 1,006.07 ",134136.3636
Wuling Binguo EV 333 Long Range AC Automatic 2024,Wuling,Binguo EV,333 Long Range AC,2024,Automatic,10," 256,800,000 "," 205,000,000 "," 230,900,000 ",357000000," 27,990.57 ",5430.4
